town,flat_type,block,street_name,floor_area_sqm,flat_model,resale_price,remaining_lease,storey_no,lease_commence_date
ANG MO KIO,3 ROOM,506,ANG MO KIO AVE 8,68,New Generation,343000,62,1,1978
ANG MO KIO,3 ROOM,219,ANG MO KIO AVE 1,82,New Generation,345000,58.91666667,10,1978
ANG MO KIO,3 ROOM,506,ANG MO KIO AVE 8,68,New Generation,345000,62,9,1979
ANG MO KIO,3 ROOM,421,ANG MO KIO AVE 10,74,New Generation,348000,61,7,2012
ANG MO KIO,3 ROOM,471,ANG MO KIO AVE 10,82,New Generation,350000,60.91666667,12,1977
ANG MO KIO,3 ROOM,435,ANG MO KIO AVE 10,82,New Generation,358000,60.58333333,5,2012
ANG MO KIO,3 ROOM,571,ANG MO KIO AVE 3,82,New Generation,360000,60.75,4,1981
ANG MO KIO,3 ROOM,443,ANG MO KIO AVE 10,82,New Generation,375000,61,12,1985
ANG MO KIO,3 ROOM,130,ANG MO KIO AVE 3,88,New Generation,376000,60.41666667,12,1979
ANG MO KIO,3 ROOM,422,ANG MO KIO AVE 3,88,New Generation,399888,60.41666667,9,1977
ANG MO KIO,3 ROOM,310C,ANG MO KIO AVE 1,70,Model A,448000,94.08333333,7,1981
ANG MO KIO,3 ROOM,307C,ANG MO KIO AVE 1,70,Model A,465000,94.08333333,19,1993
ANG MO KIO,3 ROOM,308A,ANG MO KIO AVE 1,70,Model A,465000,94.08333333,20,1980
ANG MO KIO,3 ROOM,308B,ANG MO KIO AVE 1,70,Model A,480000,94.08333333,24,1978
ANG MO KIO,4 ROOM,461,ANG MO KIO AVE 10,92,New Generation,381000,61.58333333,2,2001
ANG MO KIO,4 ROOM,612,ANG MO KIO AVE 4,91,New Generation,381000,62.08333333,2,2002
ANG MO KIO,4 ROOM,585,ANG MO KIO AVE 3,91,New Generation,390000,60.83333333,2,2003
ANG MO KIO,4 ROOM,472,ANG MO KIO AVE 10,92,New Generation,393000,60.91666667,9,2003
ANG MO KIO,4 ROOM,234,ANG MO KIO AVE 3,102,Model A,395000,74.66666667,1,1980
ANG MO KIO,4 ROOM,231,ANG MO KIO AVE 3,92,New Generation,405000,59.08333333,4,1980
ANG MO KIO,4 ROOM,226,ANG MO KIO AVE 1,91,New Generation,425000,59.41666667,8,1994
ANG MO KIO,4 ROOM,229,ANG MO KIO AVE 3,91,New Generation,425000,59.41666667,11,1985
ANG MO KIO,4 ROOM,636,ANG MO KIO AVE 6,91,New Generation,430000,61.91666667,3,1986
ANG MO KIO,4 ROOM,256,ANG MO KIO AVE 4,98,New Generation,430000,58.91666667,5,1986
ANG MO KIO,4 ROOM,572,ANG MO KIO AVE 3,92,New Generation,440000,60.75,10,1977
ANG MO KIO,4 ROOM,210,ANG MO KIO AVE 3,91,New Generation,450000,58.66666667,5,1978
ANG MO KIO,4 ROOM,405,ANG MO KIO AVE 10,92,New Generation,458000,60.75,7,1976
ANG MO KIO,4 ROOM,609,ANG MO KIO AVE 4,112,Model A,510000,74.58333333,7,1985
ANG MO KIO,4 ROOM,328,ANG MO KIO AVE 3,98,New Generation,520000,60.08333333,5,1980
ANG MO KIO,4 ROOM,353,ANG MO KIO ST 32,90,Model A,520000,83.08333333,12,1972
ANG MO KIO,4 ROOM,325,ANG MO KIO AVE 3,98,New Generation,540000,60.08333333,12,1985
ANG MO KIO,4 ROOM,316A,ANG MO KIO ST 31,95,Model A,572000,87.66666667,4,1979
ANG MO KIO,4 ROOM,316A,ANG MO KIO ST 31,95,Model A,587000,87.66666667,15,1978
ANG MO KIO,4 ROOM,353,ANG MO KIO ST 32,90,Model A,595000,83.08333333,30,1978
ANG MO KIO,4 ROOM,307A,ANG MO KIO AVE 1,88,Model A,635080,94.08333333,9,1981
ANG MO KIO,4 ROOM,596D,ANG MO KIO ST 52,85,Model A,640000,84.41666667,15,1985
ANG MO KIO,4 ROOM,588B,ANG MO KIO ST 52,90,DBSS,650000,93,4,1981
ANG MO KIO,4 ROOM,588B,ANG MO KIO ST 52,90,DBSS,712000,93,30,1977
ANG MO KIO,4 ROOM,310C,ANG MO KIO AVE 1,94,Model A,718000,94.08333333,21,1977
ANG MO KIO,5 ROOM,401,ANG MO KIO AVE 10,119,Improved,575000,60.75,11,1978
ANG MO KIO,5 ROOM,521,ANG MO KIO AVE 5,118,Improved,600000,62.08333333,5,1979
ANG MO KIO,5 ROOM,460,ANG MO KIO AVE 10,120,Improved,615000,61.5,17,1980
ANG MO KIO,5 ROOM,553,ANG MO KIO AVE 10,119,Improved,620000,62,19,1978
ANG MO KIO,5 ROOM,431,ANG MO KIO AVE 10,119,Improved,655000,60.41666667,14,1981
ANG MO KIO,5 ROOM,714,ANG MO KIO AVE 6,119,Improved,716000,61.83333333,16,1985
ANG MO KIO,5 ROOM,317,ANG MO KIO ST 31,138,Model A,720000,76.33333333,5,1986
ANG MO KIO,5 ROOM,588C,ANG MO KIO ST 52,112,DBSS,756500,93,11,1979
ANG MO KIO,5 ROOM,700B,ANG MO KIO AVE 6,111,Improved,768000,85,5,1977
ANG MO KIO,5 ROOM,588B,ANG MO KIO ST 52,112,DBSS,790000,93,25,1980
ANG MO KIO,5 ROOM,588C,ANG MO KIO ST 52,112,DBSS,838000,92.91666667,24,1980
BEDOK,3 ROOM,510,BEDOK NTH ST 3,67,New Generation,250000,61.16666667,3,1979
BEDOK,3 ROOM,27,NEW UPP CHANGI RD,65,Improved,260000,64.08333333,11,1979
BEDOK,3 ROOM,535,BEDOK NTH ST 3,60,Improved,270000,67.41666667,9,1979
BEDOK,3 ROOM,631,BEDOK RESERVOIR RD,67,New Generation,270000,64.16666667,1,1979
BEDOK,3 ROOM,20,CHAI CHEE RD,75,Improved,273000,53.91666667,4,2010
BEDOK,3 ROOM,102,BEDOK NTH AVE 4,67,New Generation,280000,58.91666667,9,1977
BEDOK,3 ROOM,426,BEDOK NTH RD,67,New Generation,280000,60.41666667,3,1977
BEDOK,3 ROOM,45,CHAI CHEE ST,68,New Generation,280000,61.75,4,1979
BEDOK,3 ROOM,28,NEW UPP CHANGI RD,65,Improved,280000,58.75,5,1988
BEDOK,3 ROOM,54,CHAI CHEE ST,68,New Generation,283000,62.75,7,1985
BEDOK,3 ROOM,126,BEDOK NTH ST 2,67,New Generation,290000,59.75,4,1981
BEDOK,3 ROOM,88,BEDOK NTH ST 4,67,New Generation,290000,59.66666667,1,1981
BEDOK,3 ROOM,45,CHAI CHEE ST,68,New Generation,290000,61.75,2,1977
BEDOK,3 ROOM,520,BEDOK NTH AVE 1,67,New Generation,295000,60.91666667,8,1979
BEDOK,3 ROOM,530,BEDOK NTH ST 3,68,New Generation,295000,61,5,1979
BEDOK,3 ROOM,539,BEDOK NTH ST 3,68,New Generation,295000,61.41666667,3,1980
BEDOK,3 ROOM,18,BEDOK STH RD,65,Improved,295000,57.41666667,12,1982
BEDOK,3 ROOM,521,BEDOK NTH AVE 1,67,New Generation,296000,60.91666667,10,1981
BEDOK,3 ROOM,28,NEW UPP CHANGI RD,65,Improved,297000,58.83333333,5,1988
BEDOK,3 ROOM,2,BEDOK STH AVE 1,65,Improved,305000,57.41666667,5,1993
BEDOK,3 ROOM,126,BEDOK RESERVOIR RD,70,Simplified,305000,68.66666667,2,1985
BEDOK,3 ROOM,419,BEDOK NTH ST 1,68,New Generation,310000,60.41666667,1,1993
BEDOK,3 ROOM,702,BEDOK RESERVOIR RD,68,New Generation,310000,62.25,5,2000
BEDOK,3 ROOM,122,BEDOK NTH ST 2,67,New Generation,312000,59.58333333,6,1996
BEDOK,3 ROOM,116,BEDOK NTH RD,73,New Generation,318000,59.75,10,2000
BEDOK,3 ROOM,1,BEDOK STH AVE 1,67,Improved,318000,57.5,5,2006
BEDOK,3 ROOM,418,BEDOK NTH AVE 2,67,New Generation,320000,60.25,6,2006
BEDOK,3 ROOM,55,CHAI CHEE DR,76,Model A,320000,65.66666667,12,2005
BEDOK,3 ROOM,425,BEDOK NTH RD,67,New Generation,327000,60.41666667,10,1985
BEDOK,3 ROOM,529,BEDOK NTH ST 3,82,New Generation,330000,61,10,1985
BEDOK,3 ROOM,410,BEDOK NTH AVE 2,68,New Generation,335000,61.66666667,6,1982
BEDOK,3 ROOM,102,BEDOK NTH AVE 4,82,New Generation,338000,58.91666667,1,1981
BEDOK,3 ROOM,420,BEDOK NTH ST 1,68,New Generation,338000,60.41666667,4,1998
BEDOK,3 ROOM,740,BEDOK RESERVOIR RD,82,New Generation,338000,67.91666667,5,1983
BEDOK,3 ROOM,1,BEDOK STH AVE 1,67,Improved,345000,57.41666667,13,1981
BEDOK,3 ROOM,126,BEDOK NTH ST 2,82,New Generation,355000,59.75,10,1978
BEDOK,3 ROOM,704,BEDOK RESERVOIR RD,82,New Generation,355000,62.91666667,7,1984
BEDOK,3 ROOM,419,BEDOK NTH ST 1,68,New Generation,365000,60.41666667,7,2000
BEDOK,3 ROOM,213,BEDOK NTH ST 1,83,New Generation,390000,61.58333333,6,1977
BEDOK,4 ROOM,34,BEDOK STH AVE 2,90,Improved,350000,59.08333333,7,1980
BEDOK,4 ROOM,5,BEDOK STH AVE 2,82,Improved,355000,57.41666667,5,1978
BEDOK,4 ROOM,7,BEDOK STH AVE 2,82,Improved,358000,57.41666667,5,1995
BEDOK,4 ROOM,36,BEDOK STH AVE 2,84,Improved,368000,59.08333333,12,1988
BEDOK,4 ROOM,5,BEDOK STH AVE 2,82,Improved,370000,57.41666667,4,1986
BEDOK,4 ROOM,93,BEDOK NTH AVE 4,92,New Generation,375000,61,2,1984
BEDOK,4 ROOM,148,BEDOK RESERVOIR RD,85,Simplified,378000,68.58333333,7,1987
BEDOK,4 ROOM,43,BEDOK STH RD,84,Improved,380000,59.08333333,9,1986
BEDOK,4 ROOM,528,BEDOK NTH ST 3,92,New Generation,390000,61,5,1985
BEDOK,4 ROOM,549,BEDOK NTH AVE 1,93,New Generation,395000,66.16666667,2,1992
BEDOK,4 ROOM,61,CHAI CHEE RD,91,New Generation,398000,64.08333333,12,1992
BEDOK,4 ROOM,95,BEDOK NTH AVE 4,92,New Generation,400000,60.83333333,8,1990
BEDOK,4 ROOM,547,BEDOK NTH ST 3,92,New Generation,400000,61.75,12,1992
BEDOK,4 ROOM,724,BEDOK RESERVOIR RD,103,Model A,405000,65.91666667,12,1992
BEDOK,4 ROOM,119,BEDOK NTH RD,92,New Generation,408000,59.58333333,5,1998
BEDOK,4 ROOM,95,BEDOK NTH AVE 4,92,New Generation,415000,60.83333333,10,1992
BEDOK,4 ROOM,428,BEDOK NTH RD,92,New Generation,415000,60.41666667,3,1992
BEDOK,4 ROOM,123,BEDOK RESERVOIR RD,103,Model A,415000,69.16666667,10,1992
BEDOK,4 ROOM,517,BEDOK NTH AVE 2,92,New Generation,420000,61,4,2011
BEDOK,4 ROOM,63,NEW UPP CHANGI RD,92,New Generation,420000,59.75,10,2011
BEDOK,4 ROOM,421,BEDOK NTH RD,92,New Generation,423000,60.5,5,2011
BEDOK,4 ROOM,421,BEDOK NTH RD,92,New Generation,423000,60.41666667,4,1984
BEDOK,4 ROOM,523,BEDOK NTH ST 3,92,New Generation,430000,60.91666667,12,1992
BEDOK,4 ROOM,671,JLN DAMAI,108,Model A,438000,77.91666667,2,1990
BEDOK,4 ROOM,411,BEDOK NTH AVE 2,92,New Generation,452000,61.66666667,7,1988
BEDOK,4 ROOM,404,BEDOK NTH AVE 3,92,New Generation,455000,61.66666667,8,1987
BEDOK,4 ROOM,718,BEDOK RESERVOIR RD,104,Model A,460000,65.41666667,9,1986
BEDOK,4 ROOM,762,BEDOK RESERVOIR VIEW,105,Premium Apartment,470000,82.33333333,8,1986
BEDOK,4 ROOM,770,BEDOK RESERVOIR VIEW,105,Premium Apartment,471688,82.33333333,1,1998
BEDOK,4 ROOM,180,BEDOK NTH RD,85,Model A,488000,87.41666667,3,1984
BEDOK,4 ROOM,421,BEDOK NTH RD,92,New Generation,490000,60.41666667,14,1998
BEDOK,4 ROOM,159,BEDOK STH AVE 3,105,Model A,490000,66.58333333,11,1992
BEDOK,4 ROOM,651,JLN TENAGA,108,Model A,495000,78.16666667,8,1998
BEDOK,4 ROOM,25,CHAI CHEE RD,104,Model A,512000,74.75,8,2011
BEDOK,4 ROOM,765,BEDOK RESERVOIR VIEW,105,Premium Apartment,525000,82.33333333,12,2011
BEDOK,4 ROOM,182,BEDOK NTH RD,92,Model A,540000,87.5,4,2011
BEDOK,4 ROOM,763,BEDOK RESERVOIR VIEW,105,Premium Apartment,540000,82.41666667,17,1988
BEDOK,4 ROOM,182,BEDOK NTH RD,85,Model A,545000,87.5,12,1988
BEDOK,4 ROOM,115,LENGKONG TIGA,104,Model A,625000,70.83333333,6,1984
BEDOK,4 ROOM,219B,BEDOK CTRL,97,Model A,646000,91.83333333,1,1988
BEDOK,4 ROOM,114,LENGKONG TIGA,125,Model A,650000,70.5,9,1988
BEDOK,4 ROOM,220B,BEDOK CTRL,87,Model A,671888,91.75,10,1985
BEDOK,5 ROOM,602,BEDOK RESERVOIR RD,121,Improved,438000,63.75,2,1984
BEDOK,5 ROOM,612,BEDOK RESERVOIR RD,123,Improved,450000,62.66666667,5,1985
BEDOK,5 ROOM,604,BEDOK RESERVOIR RD,121,Improved,470000,63.75,4,1988
BEDOK,5 ROOM,53,CHAI CHEE ST,121,Improved,475000,62.83333333,1,1986
BEDOK,5 ROOM,53,CHAI CHEE ST,121,Improved,480000,62.83333333,10,1984
BEDOK,5 ROOM,140,BEDOK RESERVOIR RD,122,Improved,490000,68.08333333,13,1985
BEDOK,5 ROOM,774,BEDOK RESERVOIR VIEW,115,Premium Apartment,538000,82.33333333,5,1985
BEDOK,5 ROOM,172,BEDOK STH RD,122,Improved,545000,67.25,2,1984
BEDOK,5 ROOM,171,BEDOK STH RD,122,Improved,555000,67.33333333,2,1984
BEDOK,5 ROOM,671,JLN DAMAI,133,Model A,555000,77.91666667,2,1985
BEDOK,5 ROOM,94E,BEDOK NTH AVE 4,124,Improved,560000,74.75,4,1983
BEDOK,5 ROOM,773,BEDOK RESERVOIR VIEW,115,Premium Apartment,568000,82.33333333,10,1985
BEDOK,5 ROOM,406,BEDOK NTH AVE 3,118,Improved,585000,61.91666667,7,1985
BEDOK,5 ROOM,766,BEDOK RESERVOIR VIEW,115,Premium Apartment,588000,82.33333333,10,1986
BEDOK,5 ROOM,54,NEW UPP CHANGI RD,120,Standard,590000,58.91666667,2,1987
BEDOK,5 ROOM,773,BEDOK RESERVOIR VIEW,115,Premium Apartment,601888,82.33333333,21,1998
BEDOK,5 ROOM,31,BEDOK STH AVE 2,120,Standard,645000,59.58333333,27,2004
BEDOK,5 ROOM,11,CHAI CHEE RD,116,Improved,645000,82.5,13,1985
BEDOK,5 ROOM,415,BEDOK NTH AVE 2,119,Improved,670000,60.25,24,2004
BEDOK,5 ROOM,720,BEDOK RESERVOIR RD,141,Model A,672000,65.41666667,8,1998
BEDOK,5 ROOM,61,NEW UPP CHANGI RD,118,Standard,673000,58.91666667,4,1997
BEDOK,5 ROOM,181,BEDOK NTH RD,110,Improved,680000,87.41666667,17,1985
BEDOK,5 ROOM,717,BEDOK RESERVOIR RD,140,Model A-Maisonette,690000,65.5,10,1985
BEDOK,5 ROOM,32,BEDOK STH AVE 2,118,Standard,698000,59.58333333,23,1985
BEDOK,5 ROOM,219C,BEDOK CTRL,115,Improved,751000,91.83333333,1,1976
BEDOK,5 ROOM,112,LENGKONG TIGA,130,Improved,810000,70.66666667,15,1975
BEDOK,5 ROOM,114,LENGKONG TIGA,120,Improved,840000,70.5,11,1984
BEDOK,EXECUTIVE,719,BEDOK RESERVOIR RD,148,Maisonette,705000,65.41666667,6,1967
BEDOK,EXECUTIVE,665,JLN DAMAI,156,Maisonette,705000,78.08333333,2,1975
BEDOK,EXECUTIVE,716,BEDOK RESERVOIR RD,143,Apartment,745000,65.41666667,9,1976
BEDOK,EXECUTIVE,160,BEDOK STH AVE 3,146,Maisonette,760000,67.75,4,1969
BEDOK,EXECUTIVE,10D,BEDOK STH AVE 2,143,Apartment,811888,77.33333333,8,1982
BEDOK,EXECUTIVE,10D,BEDOK STH AVE 2,143,Apartment,870000,77.33333333,19,1983
ANG MO KIO,2 ROOM,508,ANG MO KIO AVE 8,44,Improved,220000,61.91666667,3,1971
ANG MO KIO,2 ROOM,174,ANG MO KIO AVE 4,45,Improved,228000,67.33333333,5,1973
ANG MO KIO,3 ROOM,441,ANG MO KIO AVE 10,67,New Generation,235000,60.41666667,12,1978
ANG MO KIO,3 ROOM,180,ANG MO KIO AVE 5,68,New Generation,250000,62.58333333,5,1969
ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,67,New Generation,258000,57.58333333,1,2003
ANG MO KIO,3 ROOM,474,ANG MO KIO AVE 10,67,New Generation,263000,65.41666667,8,2013
ANG MO KIO,3 ROOM,557,ANG MO KIO AVE 10,68,New Generation,265000,61.41666667,2,2013
ANG MO KIO,3 ROOM,445,ANG MO KIO AVE 10,67,New Generation,266000,60.91666667,8,1975
ANG MO KIO,3 ROOM,601,ANG MO KIO AVE 5,67,New Generation,268000,61.75,7,1978
ANG MO KIO,3 ROOM,170,ANG MO KIO AVE 4,61,Improved,268888,67.33333333,5,1970
ANG MO KIO,3 ROOM,564,ANG MO KIO AVE 3,68,New Generation,270000,66.33333333,2,1984
ANG MO KIO,3 ROOM,441,ANG MO KIO AVE 10,67,New Generation,275000,60.41666667,6,1975
ANG MO KIO,3 ROOM,550,ANG MO KIO AVE 10,68,New Generation,275000,62.33333333,12,1986
ANG MO KIO,3 ROOM,216,ANG MO KIO AVE 1,73,New Generation,277000,57.58333333,3,1997
ANG MO KIO,3 ROOM,156,ANG MO KIO AVE 4,68,New Generation,277500,62.66666667,4,2005
ANG MO KIO,3 ROOM,559,ANG MO KIO AVE 10,68,New Generation,280000,61.33333333,1,2003
ANG MO KIO,3 ROOM,233,ANG MO KIO AVE 3,67,New Generation,285000,59,10,2003
ANG MO KIO,3 ROOM,180,ANG MO KIO AVE 5,68,New Generation,285000,62.58333333,8,2013
ANG MO KIO,3 ROOM,109,ANG MO KIO AVE 4,67,New Generation,288000,59.91666667,7,2005
ANG MO KIO,3 ROOM,331,ANG MO KIO AVE 1,68,New Generation,288000,62.33333333,4,2000
ANG MO KIO,3 ROOM,571,ANG MO KIO AVE 3,67,New Generation,295000,60.66666667,8,1979
ANG MO KIO,3 ROOM,425,ANG MO KIO AVE 3,73,New Generation,300000,60.33333333,1,1995
ANG MO KIO,3 ROOM,153,ANG MO KIO AVE 5,68,New Generation,300000,62.33333333,5,1995
ANG MO KIO,3 ROOM,639,ANG MO KIO AVE 6,68,New Generation,303000,62.08333333,7,2001
ANG MO KIO,3 ROOM,570,ANG MO KIO AVE 3,67,New Generation,306000,60.75,1,2001
ANG MO KIO,3 ROOM,348,ANG MO KIO AVE 3,73,New Generation,310000,59.58333333,3,2013
ANG MO KIO,3 ROOM,434,ANG MO KIO AVE 10,67,New Generation,310000,60.41666667,4,2001
ANG MO KIO,3 ROOM,624,ANG MO KIO AVE 4,68,New Generation,312000,62,10,2003
ANG MO KIO,3 ROOM,523,ANG MO KIO AVE 5,68,New Generation,313000,61.91666667,12,2013
ANG MO KIO,3 ROOM,218,ANG MO KIO AVE 1,67,New Generation,320000,57.66666667,11,2013
ANG MO KIO,3 ROOM,534,ANG MO KIO AVE 10,82,New Generation,330000,61.41666667,8,1989
ANG MO KIO,3 ROOM,523,ANG MO KIO AVE 5,68,New Generation,340000,61.91666667,9,1988
ANG MO KIO,3 ROOM,637,ANG MO KIO AVE 6,82,New Generation,342000,62,5,1988
ANG MO KIO,3 ROOM,465,ANG MO KIO AVE 10,82,New Generation,352888,61.41666667,9,1997
ANG MO KIO,3 ROOM,644,ANG MO KIO AVE 4,75,New Generation,355000,62.16666667,10,2002
ANG MO KIO,3 ROOM,425,ANG MO KIO AVE 3,73,New Generation,370000,60.41666667,11,1999
ANG MO KIO,3 ROOM,507,ANG MO KIO AVE 8,81,New Generation,395000,61.75,4,2002
ANG MO KIO,4 ROOM,538,ANG MO KIO AVE 5,93,New Generation,355000,61.41666667,1,1998
ANG MO KIO,4 ROOM,609,ANG MO KIO AVE 4,107,Model A,385000,74.66666667,12,1999
ANG MO KIO,4 ROOM,470,ANG MO KIO AVE 10,92,New Generation,390000,61.16666667,4,2005
ANG MO KIO,4 ROOM,473,ANG MO KIO AVE 10,91,New Generation,390000,65.83333333,9,1999
ANG MO KIO,4 ROOM,113,ANG MO KIO AVE 4,92,New Generation,400000,59.33333333,10,2004
ANG MO KIO,4 ROOM,179,ANG MO KIO AVE 5,91,New Generation,408000,62.58333333,9,1998
ANG MO KIO,4 ROOM,563,ANG MO KIO AVE 3,92,New Generation,420000,61.33333333,11,2012
ANG MO KIO,4 ROOM,121,ANG MO KIO AVE 3,92,New Generation,428000,60.08333333,11,2012
ANG MO KIO,4 ROOM,608,ANG MO KIO AVE 5,91,New Generation,429999,61.75,7,2012
ANG MO KIO,4 ROOM,414,ANG MO KIO AVE 10,92,New Generation,465000,60.91666667,7,2002
ANG MO KIO,4 ROOM,426,ANG MO KIO AVE 3,92,New Generation,466000,60.08333333,12,2001
ANG MO KIO,4 ROOM,337,ANG MO KIO AVE 1,91,New Generation,468888,63.41666667,4,1988
ANG MO KIO,4 ROOM,427,ANG MO KIO AVE 3,92,New Generation,470000,60.08333333,7,1987
ANG MO KIO,4 ROOM,573,ANG MO KIO AVE 3,92,New Generation,480888,60.66666667,11,2002
ANG MO KIO,4 ROOM,351,ANG MO KIO ST 32,95,Model A,490000,83,7,1999
ANG MO KIO,4 ROOM,640,ANG MO KIO AVE 6,91,New Generation,503888,61.83333333,8,1999
ANG MO KIO,4 ROOM,348,ANG MO KIO AVE 3,98,New Generation,538000,59.58333333,11,2001
ANG MO KIO,4 ROOM,310B,ANG MO KIO AVE 1,87,Model A,657000,94,17,1988
ANG MO KIO,4 ROOM,588D,ANG MO KIO ST 52,91,DBSS,743000,92.83333333,21,2001
ANG MO KIO,5 ROOM,459,ANG MO KIO AVE 10,120,Improved,545000,61.33333333,4,1987
ANG MO KIO,5 ROOM,539,ANG MO KIO AVE 10,118,Improved,560000,61.41666667,16,1988
ANG MO KIO,5 ROOM,501,ANG MO KIO AVE 5,121,Improved,560000,62.33333333,4,1974
ANG MO KIO,5 ROOM,648,ANG MO KIO AVE 5,121,Improved,572000,62.16666667,15,1988
ANG MO KIO,5 ROOM,132,ANG MO KIO AVE 3,123,Standard,580000,60.33333333,10,1989
ANG MO KIO,5 ROOM,609,ANG MO KIO AVE 4,132,Model A,620000,74.58333333,8,1989
ANG MO KIO,5 ROOM,504,ANG MO KIO AVE 8,136,Adjoined flat,646000,61.91666667,11,1989
ANG MO KIO,5 ROOM,430,ANG MO KIO AVE 3,119,Improved,675000,60.33333333,7,1984
ANG MO KIO,5 ROOM,431,ANG MO KIO AVE 10,119,Improved,700000,60.33333333,14,1977
ANG MO KIO,5 ROOM,309A,ANG MO KIO ST 31,110,Improved,720000,87.58333333,30,1974
ANG MO KIO,5 ROOM,309A,ANG MO KIO ST 31,110,Improved,730000,87.58333333,15,1977
ANG MO KIO,5 ROOM,588B,ANG MO KIO ST 52,112,DBSS,775000,92.91666667,23,1980
ANG MO KIO,5 ROOM,588B,ANG MO KIO ST 52,112,DBSS,780000,92.91666667,11,1974
ANG MO KIO,5 ROOM,588C,ANG MO KIO ST 52,112,DBSS,800000,92.91666667,14,1984
ANG MO KIO,EXECUTIVE,613,ANG MO KIO AVE 4,156,Apartment,878000,77.75,11,2011
BEDOK,2 ROOM,101,BEDOK NTH AVE 4,45,Improved,222000,59.75,5,2011
BEDOK,2 ROOM,618,BEDOK RESERVOIR RD,45,Improved,245000,67.58333333,1,2011
BEDOK,3 ROOM,75,BEDOK NTH RD,59,Improved,260000,59.33333333,7,2011
BEDOK,3 ROOM,76,BEDOK NTH RD,59,Improved,268000,59.41666667,3,1981
BEDOK,3 ROOM,77,BEDOK NTH RD,60,Improved,268000,67.58333333,5,1989
BEDOK,3 ROOM,102,BEDOK NTH AVE 4,67,New Generation,270000,58.83333333,6,1984
BEDOK,3 ROOM,121,BEDOK RESERVOIR RD,67,New Generation,273000,66.83333333,2,1979
BEDOK,3 ROOM,522,BEDOK NTH AVE 1,67,New Generation,275000,61,2,2003
BEDOK,3 ROOM,502,BEDOK NTH ST 3,59,Improved,280000,59.58333333,8,1979
BEDOK,3 ROOM,515,BEDOK NTH AVE 2,67,New Generation,282000,60.83333333,2,2002
BEDOK,3 ROOM,54,CHAI CHEE ST,68,New Generation,283000,62.66666667,8,1993
BEDOK,3 ROOM,54,CHAI CHEE ST,68,New Generation,283800,62.66666667,7,1996
BEDOK,3 ROOM,32,CHAI CHEE AVE,65,Improved,285000,55.41666667,11,1995
BEDOK,3 ROOM,45,CHAI CHEE ST,68,New Generation,285000,61.66666667,5,1989
BEDOK,3 ROOM,545,BEDOK NTH ST 3,68,New Generation,287000,61.66666667,3,1998
BEDOK,3 ROOM,88,BEDOK NTH ST 4,67,New Generation,289000,59.58333333,3,1994
BEDOK,3 ROOM,536,BEDOK NTH ST 3,68,New Generation,290000,61.33333333,4,1993
BEDOK,3 ROOM,537,BEDOK NTH ST 3,68,New Generation,290000,61.33333333,4,1997
BEDOK,3 ROOM,519,BEDOK NTH AVE 1,67,New Generation,298000,60.83333333,11,1990
BEDOK,3 ROOM,122,BEDOK NTH ST 2,67,New Generation,300000,59.5,9,1996
BEDOK,3 ROOM,138,BEDOK NTH ST 2,67,New Generation,300000,59.66666667,9,1996
BEDOK,3 ROOM,545,BEDOK NTH ST 3,68,New Generation,300000,61.66666667,12,1996
BEDOK,3 ROOM,84,BEDOK NTH ST 4,67,New Generation,300000,59.58333333,4,1993
BEDOK,3 ROOM,18,BEDOK STH RD,65,Improved,300000,57.33333333,9,2013
BEDOK,3 ROOM,420,BEDOK NTH ST 1,68,New Generation,302000,60.33333333,2,2013
BEDOK,3 ROOM,528,BEDOK NTH ST 3,68,New Generation,303000,61,15,1998
BEDOK,3 ROOM,70,BEDOK STH RD,67,New Generation,305000,59.41666667,1,1993
BEDOK,3 ROOM,542,BEDOK NTH ST 3,67,New Generation,308000,67,12,1999
BEDOK,3 ROOM,58,CHAI CHEE DR,76,Model A,308000,65.25,10,1995
BEDOK,3 ROOM,426,BEDOK NTH RD,67,New Generation,310000,60.33333333,8,2002
BEDOK,3 ROOM,42,CHAI CHEE ST,67,New Generation,310000,66.75,6,1994
BEDOK,3 ROOM,618,BEDOK RESERVOIR RD,69,Improved,320000,67.5,6,1999
BEDOK,3 ROOM,33,BEDOK STH AVE 2,73,New Generation,330000,59.5,7,1990
BEDOK,3 ROOM,1,BEDOK STH AVE 1,67,Improved,340000,57.41666667,7,1999
BEDOK,3 ROOM,24,NEW UPP CHANGI RD,73,New Generation,345000,60,4,1999
BEDOK,3 ROOM,40,BEDOK STH RD,82,New Generation,360000,60,13,1997
BEDOK,3 ROOM,23,BEDOK STH AVE 1,73,New Generation,365000,58.75,11,2003
BEDOK,3 ROOM,520,BEDOK NTH AVE 1,82,New Generation,370000,60.83333333,8,2000
BEDOK,3 ROOM,24,NEW UPP CHANGI RD,73,New Generation,370000,60,13,2002
BEDOK,4 ROOM,53,NEW UPP CHANGI RD,84,Improved,339800,59,11,2000
BEDOK,4 ROOM,34,BEDOK STH AVE 2,90,Improved,350000,59,5,1994
BEDOK,4 ROOM,125,BEDOK RESERVOIR RD,84,Simplified,360000,68.83333333,6,1989
BEDOK,4 ROOM,133,BEDOK RESERVOIR RD,84,Simplified,360000,68.33333333,9,1993
BEDOK,4 ROOM,118,BEDOK RESERVOIR RD,91,New Generation,370000,66.83333333,4,1999
